roll,status,marks,total,percentage,grade,name,source_page
820521,PASS,572,1100,52.0,C,,136
820526,PASS,585,1100,53.18,C,,136
820529,PASS,606,1100,55.09,C,,136
820535,PASS,575,1100,52.27,C,,136
820537,PASS,508,1100,46.18,D,,136
820538,PASS,493,1100,44.82,D,,136
820539,PASS,471,1100,42.82,D,,136
820542,PASS,551,1100,50.09,C,,136
820543,PASS,474,1100,43.09,D,,136
820545,PASS,610,1100,55.45,C,,136
820552,PASS,797,1100,72.45,A,,135
820553,PASS,725,1100,65.91,B,,136
820554,PASS,717,1100,65.18,B,,136
820555,PASS,549,1100,49.91,D,,136
820556,PASS,499,1100,45.36,D,,136
820559,PASS,582,1100,52.91,C,,136
820562,PASS,543,1100,49.36,D,,136
820564,PASS,735,1100,66.82,B,,136
820565,PASS,709,1100,64.45,B,,136
820568,PASS,531,1100,48.27,D,,136
820569,PASS,717,1100,65.18,B,,136
820570,PASS,788,1100,71.64,A,,135
820571,PASS,584,1100,53.09,C,,136
820585,PASS,558,1100,50.73,C,,136
820600,PASS,657,1100,59.73,C,,136
820603,PASS,672,1100,61.09,B,,136
820604,PASS,784,1100,71.27,A,,135
820605,PASS,548,1100,49.82,D,,136
820606,PASS,684,1100,62.18,B,,136
820607,PASS,761,1100,69.18,B,,136
820613,PASS,594,1100,54.0,C,,136
820615,PASS,690,1100,62.73,B,,136
820616,PASS,622,1100,56.55,C,,136
820617,PASS,660,1100,60.0,B,,136
820628,PASS,574,1100,52.18,C,,136
820635,PASS,633,1100,57.55,C,,136
820636,PASS,559,1100,50.82,C,,136
820637,PASS,706,1100,64.18,B,,136
820641,PASS,728,1100,66.18,B,,136
820642,PASS,484,1100,44.0,D,,136
820649,PASS,565,1100,51.36,C,,136
820652,PASS,637,1100,57.91,C,,136
820659,PASS,543,1100,49.36,D,,136
820662,PASS,689,1100,62.64,B,,136
820666,PASS,537,1100,48.82,D,,136
820671,PASS,626,1100,56.91,C,,136
820673,PASS,499,1100,45.36,D,,136
820678,PASS,710,1100,64.55,B,,136
820686,PASS,853,1100,77.55,A,,135
820688,PASS,540,1100,49.09,D,,136
820692,PASS,552,1100,50.18,C,,136
820694,WITHHELD — COMPUTERIZED ENROLMENT CARD,,,,,,124
820751,PASS,674,1100,61.27,B,,91
820752,PASS,769,1100,69.91,B,,90
820753,PASS,840,1100,76.36,A,,90
820754,PASS,708,1100,64.36,B,,91
820755,PASS,927,1100,84.27,A-1,,90
820757,PASS,898,1100,81.64,A-1,,90
820758,PASS,897,1100,81.55,A-1,,90
820759,PASS,821,1100,74.64,A,,90
820760,PASS,851,1100,77.36,A,,90
820761,PASS,716,1100,65.09,B,,91
820764,PASS,750,1100,68.18,B,,91
820765,PASS,772,1100,70.18,A,,90
820766,PASS,670,1100,60.91,B,,91
820767,PASS,671,1100,61.0,B,,91
820768,PASS,877,1100,79.73,A,,90
820769,PASS,601,1100,54.64,C,,91
820770,PASS,529,1100,48.09,D,,91
820772,PASS,851,1100,77.36,A,,90
820773,PASS,757,1100,68.82,B,,91
820774,PASS,871,1100,79.18,A,,90
820775,PASS,598,1100,54.36,C,,91
820776,PASS,736,1100,66.91,B,,91
820777,PASS,661,1100,60.09,B,,91
820778,PASS,620,1100,56.36,C,,91
820779,PASS,828,1100,75.27,A,,90
820780,PASS,719,1100,65.36,B,,91
820781,PASS,607,1100,55.18,C,,91
820782,PASS,547,1100,49.73,D,,91
820783,PASS,702,1100,63.82,B,,91
820784,PASS,726,1100,66.0,B,,91
820785,PASS,940,1100,85.45,A-1,,90
820786,PASS,831,1100,75.55,A,,90
820787,PASS,714,1100,64.91,B,,91
820788,PASS,663,1100,60.27,B,,91
820789,PASS,805,1100,73.18,A,,90
820790,PASS,847,1100,77.0,A,,90
820791,PASS,913,1100,83.0,A-1,,90
820792,PASS,886,1100,80.55,A-1,,90
820794,PASS,640,1100,58.18,C,,91
820796,PASS,598,1100,54.36,C,,91
820798,PASS,605,1100,55.0,C,,91
820799,PASS,890,1100,80.91,A-1,,90
820800,PASS,613,1100,55.73,C,,91
820801,PASS,640,1100,58.18,C,,91
820802,PASS,620,1100,56.36,C,,91
820803,PASS,785,1100,71.36,A,,90
820804,PASS,830,1100,75.45,A,,90
820806,PASS,581,1100,52.82,C,,91
820807,PASS,567,1100,51.55,C,,91
820808,PASS,599,1100,54.45,C,,91
820809,PASS,558,1100,50.73,C,,91
820810,PASS,523,1100,47.55,D,,91
820811,PASS,879,1100,79.91,A,,90
820812,PASS,754,1100,68.55,B,,91
820814,PASS,719,1100,65.36,B,,91
820815,PASS,751,1100,68.27,B,,91
820816,PASS,680,1100,61.82,B,,91
820819,PASS,646,1100,58.73,C,,91
820820,PASS,726,1100,66.0,B,,91
820821,PASS,796,1100,72.36,A,,90
820822,PASS,831,1100,75.55,A,,90
820823,PASS,755,1100,68.64,B,,91
820824,PASS,759,1100,69.0,B,,91
820825,PASS,622,1100,56.55,C,,91
820826,PASS,623,1100,56.64,C,,91
820827,PASS,771,1100,70.09,A,,90
820828,PASS,814,1100,74.0,A,,90
820829,PASS,760,1100,69.09,B,,91
820830,PASS,857,1100,77.91,A,,90
820831,PASS,610,1100,55.45,C,,91
820833,PASS,850,1100,77.27,A,,90
820834,PASS,833,1100,75.73,A,,90
820835,PASS,852,1100,77.45,A,,90
820836,PASS,765,1100,69.55,B,,90
820837,PASS,856,1100,77.82,A,,90
820838,PASS,789,1100,71.73,A,,90
820839,PASS,624,1100,56.73,C,,91
820840,PASS,798,1100,72.55,A,,90
820841,PASS,918,1100,83.45,A-1,,90
820842,PASS,538,1100,48.91,D,,91
820843,PASS,767,1100,69.73,B,,90
820844,PASS,637,1100,57.91,C,,91
820845,PASS,769,1100,69.91,B,,90
820847,PASS,901,1100,81.91,A-1,,90
820848,PASS,842,1100,76.55,A,,90
820849,PASS,825,1100,75.0,A,,90
820850,PASS,775,1100,70.45,A,,90
820851,PASS,580,1100,52.73,C,,91
820852,PASS,711,1100,64.64,B,,91
820853,PASS,802,1100,72.91,A,,90
820854,PASS,791,1100,71.91,A,,90
820855,PASS,839,1100,76.27,A,,91
820859,PASS,584,1100,53.09,C,,91
820860,PASS,841,1100,76.45,A,,91
820861,PASS,869,1100,79.0,A,,91
820864,PASS,711,1100,64.64,B,,91
820865,PASS,663,1100,60.27,B,,91
820866,PASS,561,1100,51.0,C,,91
820867,PASS,594,1100,54.0,C,,91
820868,PASS,701,1100,63.73,B,,91
820885,WITHHELD — VERIFICATION OF ENROLMENT CARD,,,,,,125
820891,PASS,833,1100,75.73,A,,136
820892,PASS,661,1100,60.09,B,,136
820901,PASS,689,1100,62.64,B,,137
820902,PASS,535,1100,48.64,D,,137
820904,PASS,555,1100,50.45,C,,137
820914,PASS,729,1100,66.27,B,,137
820919,PASS,582,1100,52.91,C,,137
820921,PASS,872,1100,79.27,A,,137
820924,PASS,731,1100,66.45,B,,137
820925,PASS,551,1100,50.09,C,,137
820927,PASS,529,1100,48.09,D,,137
820928,PASS,889,1100,80.82,A-1,,137
820931,PASS,521,1100,47.36,D,,137
820933,PASS,516,1100,46.91,D,,137
820934,PASS,548,1100,49.82,D,,137
820938,PASS,527,1100,47.91,D,,137
820942,PASS,613,1100,55.73,C,,137
820945,PASS,520,1100,47.27,D,,137
820948,PASS,818,1100,74.36,A,,137
820960,PASS,516,1100,46.91,D,,137
820962,PASS,613,1100,55.73,C,,137
820965,PASS,588,1100,53.45,C,,137
820966,PASS,522,1100,47.45,D,,137
820971,PASS,600,1100,54.55,C,,137
820974,PASS,687,1100,62.45,B,,137
820977,PASS,589,1100,53.55,C,,137
820978,PASS,503,1100,45.73,D,,137
820981,PASS,580,1100,52.73,C,,137
820986,PASS,840,1100,76.36,A,,137
820987,PASS,599,1100,54.45,C,,137
820998,PASS,927,1100,84.27,A-1,,137
821061,PASS,769,1100,69.91,B,,137
821063,PASS,730,1100,66.36,B,,137
821084,PASS,543,1100,49.36,D,,92
821091,PASS,768,1100,69.82,B,,92
821092,PASS,660,1100,60.0,B,,92
821093,PASS,750,1100,68.18,B,,92
821094,PASS,669,1100,60.82,B,,92
821095,PASS,849,1100,77.18,A,,92
821096,PASS,816,1100,74.18,A,,92
821097,PASS,742,1100,67.45,B,,92
821101,PASS,666,1100,60.55,B,,93
821102,PASS,549,1100,49.91,D,,93
821103,PASS,808,1100,73.45,A,,93
821104,PASS,627,1100,57.0,C,,93
821105,PASS,641,1100,58.27,C,,93
821106,PASS,772,1100,70.18,A,,93
821107,PASS,588,1100,53.45,C,,93
821111,PASS,719,1100,65.36,B,,138
821112,PASS,672,1100,61.09,B,,138
821121,PASS,850,1100,77.27,A,,138
821122,PASS,592,1100,53.82,C,,138
821123,PASS,571,1100,51.91,C,,138
821124,PASS,632,1100,57.45,C,,138
821125,PASS,704,1100,64.0,B,,138
821126,PASS,715,1100,65.0,B,,138
821127,PASS,633,1100,57.55,C,,138
821128,PASS,605,1100,55.0,C,,138
821129,PASS,657,1100,59.73,C,,138
821130,PASS,739,1100,67.18,B,,138
821141,PASS,704,1100,64.0,B,,138
821142,PASS,638,1100,58.0,C,,138
821143,PASS,774,1100,70.36,A,,138
821149,PASS,551,1100,50.09,C,,138
821151,PASS,809,1100,73.55,A,,138
821155,PASS,798,1100,72.55,A,,138
821156,PASS,666,1100,60.55,B,,138
821159,PASS,776,1100,70.55,A,,138
821165,PASS,741,1100,67.36,B,,138
821166,PASS,799,1100,72.64,A,,138
821167,PASS,596,1100,54.18,C,,138
821168,PASS,711,1100,64.64,B,,138
821169,PASS,955,1100,86.82,A-1,,138
821171,PASS,598,1100,54.36,C,,138
821173,PASS,554,1100,50.36,C,,138
821174,PASS,601,1100,54.64,C,,138
821177,PASS,627,1100,57.0,C,,138
821178,PASS,478,1100,43.45,D,,139
821179,PASS,522,1100,47.45,D,,139
821180,PASS,779,1100,70.82,A,,138
821183,PASS,513,1100,46.64,D,,139
821185,PASS,796,1100,72.36,A,,138
821186,PASS,735,1100,66.82,B,,138
821187,PASS,844,1100,76.73,A,,138
821188,PASS,837,1100,76.09,A,,138
821189,PASS,902,1100,82.0,A-1,,138
821190,PASS,919,1100,83.55,A-1,,138
821192,PASS,692,1100,62.91,B,,138
821193,PASS,679,1100,61.73,B,,138
821194,PASS,725,1100,65.91,B,,138
821195,PASS,992,1100,90.18,A-1,,138
821196,PASS,732,1100,66.55,B,,138
821197,PASS,621,1100,56.45,C,,138
821198,PASS,742,1100,67.45,B,,138
821199,PASS,588,1100,53.45,C,,138
821201,PASS,893,1100,81.18,A-1,,138
821202,PASS,971,1100,88.27,A-1,,138
821203,PASS,879,1100,79.91,A,,138
821205,PASS,770,1100,70.0,A,,138
821206,PASS,617,1100,56.09,C,,138
821207,PASS,718,1100,65.27,B,,138
821208,PASS,530,1100,48.18,D,,139
821210,PASS,593,1100,53.91,C,,138
821212,PASS,757,1100,68.82,B,,138
821213,PASS,935,1100,85.0,A-1,,138
821215,PASS,579,1100,52.64,C,,138
821216,PASS,660,1100,60.0,B,,138
821218,PASS,566,1100,51.45,C,,138
821219,PASS,535,1100,48.64,D,,139
821220,PASS,497,1100,45.18,D,,139
821221,PASS,724,1100,65.82,B,,138
821222,PASS,692,1100,62.91,B,,138
821226,PASS,835,1100,75.91,A,,138
821227,PASS,693,1100,63.0,B,,138
821228,PASS,774,1100,70.36,A,,138
821231,PASS,673,1100,61.18,B,,138
821232,PASS,775,1100,70.45,A,,138
821233,PASS,752,1100,68.36,B,,138
821234,PASS,514,1100,46.73,D,,139
821237,PASS,714,1100,64.91,B,,138
821238,PASS,688,1100,62.55,B,,138
821239,PASS,780,1100,70.91,A,,138
821241,PASS,882,1100,80.18,A-1,,138
821242,PASS,779,1100,70.82,A,,138
821243,PASS,521,1100,47.36,D,,139
821245,PASS,660,1100,60.0,B,,138
821281,PASS,584,1100,53.09,C,,139
821282,PASS,888,1100,80.73,A-1,,139
821287,PASS,565,1100,51.36,C,,139
821288,PASS,705,1100,64.09,B,,139
821291,PASS,566,1100,51.45,C,,139
821292,PASS,692,1100,62.91,B,,139
821296,PASS,684,1100,62.18,B,,139
821299,PASS,650,1100,59.09,C,,139
821300,PASS,476,1100,43.27,D,,139
821304,PASS,619,1100,56.27,C,,139
821305,PASS,498,1100,45.27,D,,139
821306,PASS,542,1100,49.27,D,,139
821307,PASS,598,1100,54.36,C,,139
821308,PASS,515,1100,46.82,D,,139
821313,PASS,627,1100,57.0,C,,139
821314,PASS,537,1100,48.82,D,,139
821315,PASS,598,1100,54.36,C,,139
821316,PASS,863,1100,78.45,A,,139
821321,PASS,502,1100,45.64,D,,139
821351,PASS,698,1100,63.45,B,,139
821356,PASS,474,1100,43.09,D,,139
821359,PASS,758,1100,68.91,B,,139
821424,PASS,774,1100,70.36,A,,139
821436,PASS,854,1100,77.64,A,,139
821440,WITHHELD — COMPUTERIZED ENROLMENT CARD,,,,,,124
821469,PASS,893,1100,81.18,A-1,,139
821472,WITHHELD — COMPUTERIZED ENROLMENT CARD,,,,,,124
821476,PASS,470,1100,42.73,D,,140
821488,PASS,609,1100,55.36,C,,140
821498,PASS,696,1100,63.27,B,,139
821501,PASS,514,1100,46.73,D,,140
821503,PASS,536,1100,48.73,D,,140
821507,PASS,503,1100,45.73,D,,140
821510,PASS,559,1100,50.82,C,,140
821515,PASS,635,1100,57.73,C,,140
821525,PASS,491,1100,44.64,D,,140
821528,PASS,488,1100,44.36,D,,140
821541,PASS,599,1100,54.45,C,,140
821542,PASS,569,1100,51.73,C,,140
821552,PASS,444,1100,40.36,D,,140
821557,PASS,712,1100,64.73,B,,139
821561,PASS,694,1100,63.09,B,,139
821562,PASS,539,1100,49.0,D,,140
821565,PASS,587,1100,53.36,C,,140
821566,PASS,481,1100,43.73,D,,140
821581,WITHHELD — VERIFICATION OF ENROLMENT CARD,,,,,,125
821584,PASS,596,1100,54.18,C,,140
821596,WITHHELD — COMPUTERIZED ENROLMENT CARD,,,,,,124
821672,PASS,605,1100,55.0,C,,140
821673,PASS,658,1100,59.82,C,,140
821674,PASS,723,1100,65.73,B,,140
821675,PASS,615,1100,55.91,C,,140
821676,PASS,704,1100,64.0,B,,140
821677,PASS,650,1100,59.09,C,,140
821678,PASS,727,1100,66.09,B,,140
821679,PASS,778,1100,70.73,A,,140
821680,PASS,765,1100,69.55,B,,140
821681,PASS,792,1100,72.0,A,,140
821682,PASS,786,1100,71.45,A,,140
821683,PASS,777,1100,70.64,A,,140
821691,PASS,646,1100,58.73,C,,140
821706,PASS,555,1100,50.45,C,,141
821714,PASS,521,1100,47.36,D,,141
821715,PASS,490,1100,44.55,D,,141
821719,PASS,474,1100,43.09,D,,141
821720,PASS,620,1100,56.36,C,,141
821727,PASS,480,1100,43.64,D,,141
821728,PASS,432,1100,39.27,E,,141
821730,PASS,706,1100,64.18,B,,141
821731,PASS,575,1100,52.27,C,,141
821732,PASS,609,1100,55.36,C,,141
821733,PASS,525,1100,47.73,D,,141
821736,PASS,837,1100,76.09,A,,141
821742,PASS,515,1100,46.82,D,,141
821743,PASS,622,1100,56.55,C,,141
821747,PASS,707,1100,64.27,B,,141
821748,PASS,582,1100,52.91,C,,141
821749,PASS,610,1100,55.45,C,,141
821751,PASS,519,1100,47.18,D,,141
821759,PASS,651,1100,59.18,C,,141
821760,PASS,578,1100,52.55,C,,141
821768,PASS,479,1100,43.55,D,,141
821769,PASS,463,1100,42.09,D,,141
821776,PASS,588,1100,53.45,C,,141
821777,PASS,572,1100,52.0,C,,141
821778,PASS,516,1100,46.91,D,,141
821783,PASS,578,1100,52.55,C,,141
821786,PASS,505,1100,45.91,D,,141
821788,PASS,512,1100,46.55,D,,141
821792,PASS,521,1100,47.36,D,,141
821793,PASS,766,1100,69.64,B,,141
821794,PASS,741,1100,67.36,B,,141
821795,PASS,534,1100,48.55,D,,141
821796,PASS,515,1100,46.82,D,,141
821800,PASS,464,1100,42.18,D,,141
821801,PASS,494,1100,44.91,D,,141
821802,PASS,522,1100,47.45,D,,141
821809,PASS,576,1100,52.36,C,,141
821812,PASS,631,1100,57.36,C,,141
821821,PASS,559,1100,50.82,C,,141
821825,PASS,667,1100,60.64,B,,141
821826,PASS,654,1100,59.45,C,,141
821827,PASS,553,1100,50.27,C,,141
821828,PASS,580,1100,52.73,C,,141
821829,PASS,636,1100,57.82,C,,141
821835,PASS,570,1100,51.82,C,,141
821839,WITHHELD — COMPUTERIZED ENROLMENT CARD,,,,,,124
821901,PASS,559,1100,50.82,C,,141
821902,WITHHELD — COMPUTERIZED ENROLMENT CARD,,,,,,124
821910,WITHHELD — COMPUTERIZED ENROLMENT CARD,,,,,,124
821914,PASS,652,1100,59.27,C,,141
821916,PASS,503,1100,45.73,D,,141
821941,PASS,508,1100,46.18,D,,96
821943,PASS,690,1100,62.73,B,,96
821944,PASS,619,1100,56.27,C,,96
821945,PASS,922,1100,83.82,A-1,,96
821946,PASS,660,1100,60.0,B,,96
821947,PASS,653,1100,59.36,C,,96
821948,PASS,712,1100,64.73,B,,96
821949,PASS,858,1100,78.0,A,,96
821950,PASS,733,1100,66.64,B,,96
821951,PASS,794,1100,72.18,A,,96
821952,PASS,904,1100,82.18,A-1,,96
821953,PASS,765,1100,69.55,B,,97
821954,PASS,807,1100,73.36,A,,97
821955,PASS,695,1100,63.18,B,,97
821956,PASS,611,1100,55.55,C,,97
821957,PASS,735,1100,66.82,B,,97
821958,PASS,789,1100,71.73,A,,97
821959,PASS,618,1100,56.18,C,,97
821960,PASS,685,1100,62.27,B,,97
821961,PASS,796,1100,72.36,A,,97
821962,PASS,689,1100,62.64,B,,97
821963,PASS,926,1100,84.18,A-1,,96
821964,PASS,868,1100,78.91,A,,97
821965,PASS,751,1100,68.27,B,,97
821967,PASS,858,1100,78.0,A,,97
821981,PASS,828,1100,75.27,A,,142
821983,PASS,815,1100,74.09,A,,142
821984,PASS,535,1100,48.64,D,,142
821985,PASS,567,1100,51.55,C,,142
821987,PASS,817,1100,74.27,A,,142
821988,PASS,886,1100,80.55,A-1,,142
821989,PASS,712,1100,64.73,B,,142
821991,PASS,511,1100,46.45,D,,142
821993,PASS,634,1100,57.64,C,,142
821994,PASS,594,1100,54.0,C,,142
821995,PASS,582,1100,52.91,C,,142
821996,PASS,550,1100,50.0,C,,142
821998,PASS,568,1100,51.64,C,,142
822000,PASS,578,1100,52.55,C,,142
822001,PASS,557,1100,50.64,C,,142
822002,PASS,576,1100,52.36,C,,142
822003,PASS,673,1100,61.18,B,,142
822022,PASS,533,1100,48.45,D,,142
822032,PASS,946,1100,86.0,A-1,,97
822033,PASS,612,1100,55.64,C,,97
822034,PASS,630,1100,57.27,C,,97
822035,PASS,762,1100,69.27,B,,97
822036,PASS,994,1100,90.36,A-1,,97
822037,PASS,844,1100,76.73,A,,97
822038,PASS,715,1100,65.0,B,,97
822039,PASS,702,1100,63.82,B,,97
822040,PASS,731,1100,66.45,B,,97
822041,PASS,858,1100,78.0,A,,97
822042,PASS,680,1100,61.82,B,,97
822043,PASS,784,1100,71.27,A,,97
822044,PASS,632,1100,57.45,C,,97
822045,PASS,913,1100,83.0,A-1,,97
822046,PASS,851,1100,77.36,A,,97
822047,PASS,838,1100,76.18,A,,97
822048,PASS,820,1100,74.55,A,,97
822051,PASS,579,1100,52.64,C,,98
822061,PASS,751,1100,68.27,B,,98
822062,PASS,631,1100,57.36,C,,98
822071,PASS,715,1100,65.0,B,,98
822072,PASS,559,1100,50.82,C,,98
822073,PASS,538,1100,48.91,D,,98
822081,PASS,606,1100,55.09,C,,143
822083,PASS,600,1100,54.55,C,,143
822086,PASS,625,1100,56.82,C,,143
822088,PASS,558,1100,50.73,C,,143
822089,PASS,799,1100,72.64,A,,142
822090,PASS,591,1100,53.73,C,,143
822091,PASS,613,1100,55.73,C,,143
822092,PASS,669,1100,60.82,B,,142
822093,PASS,584,1100,53.09,C,,143
822095,PASS,607,1100,55.18,C,,143
822096,PASS,587,1100,53.36,C,,143
822097,PASS,710,1100,64.55,B,,142
822098,PASS,790,1100,71.82,A,,142
822099,PASS,676,1100,61.45,B,,142
822100,PASS,864,1100,78.55,A,,142
822102,PASS,637,1100,57.91,C,,143
822103,PASS,619,1100,56.27,C,,143
822111,PASS,608,1100,55.27,C,,99
822112,PASS,617,1100,56.09,C,,99
822113,PASS,650,1100,59.09,C,,99
822114,PASS,716,1100,65.09,B,,99
822115,PASS,646,1100,58.73,C,,99
822116,PASS,799,1100,72.64,A,,99
822117,PASS,661,1100,60.09,B,,99
822131,PASS,823,1100,74.82,A,,99
822132,PASS,814,1100,74.0,A,,99
822133,PASS,731,1100,66.45,B,,99
822134,PASS,741,1100,67.36,B,,99
822135,PASS,639,1100,58.09,C,,100
822141,PASS,598,1100,54.36,C,,143
822142,PASS,524,1100,47.64,D,,143
822148,PASS,633,1100,57.55,C,,143
822149,PASS,792,1100,72.0,A,,143
822151,PASS,694,1100,63.09,B,,143
822152,PASS,781,1100,71.0,A,,143
822153,PASS,764,1100,69.45,B,,143
822156,PASS,631,1100,57.36,C,,143
822159,WITHHELD — COMPUTERIZED ENROLMENT CARD,,,,,,124
822160,WITHHELD — COMPUTERIZED ENROLMENT CARD,,,,,,124
822171,PASS,872,1100,79.27,A,,143
822172,PASS,853,1100,77.55,A,,143
822181,PASS,545,1100,49.55,D,,143
822183,PASS,535,1100,48.64,D,,144
822201,PASS,520,1100,47.27,D,,102
823102,PASS,434,1100,39.45,E,,29
823104,PASS,410,1100,37.27,E,,29
823105,PASS,466,1100,42.36,D,,29
823106,PASS,447,1100,40.64,D,,29
823107,PASS,430,1100,39.09,E,,29
823108,PASS,459,1100,41.73,D,,29
823109,PASS,418,1100,38.0,E,,29
823110,PASS,438,1100,39.82,E,,29
823114,PASS,484,1100,44.0,D,,29
823119,PASS,417,1100,37.91,E,,29
823121,PASS,469,1100,42.64,D,,29
823123,PASS,449,1100,40.82,D,,29
823203,PASS,516,1100,46.91,D,,30
823212,PASS,455,1100,41.36,D,,30
823213,PASS,431,1100,39.18,E,,30
823214,PASS,466,1100,42.36,D,,30
823215,PASS,494,1100,44.91,D,,30
823216,PASS,527,1100,47.91,D,,30
823217,PASS,513,1100,46.64,D,,30
823220,PASS,460,1100,41.82,D,,30
823221,PASS,459,1100,41.73,D,,30
823225,PASS,456,1100,41.45,D,,30
823227,PASS,551,1100,50.09,C,,30
823228,PASS,446,1100,40.55,D,,30
823229,PASS,430,1100,39.09,E,,30
823231,PASS,484,1100,44.0,D,,30
823232,PASS,525,1100,47.73,D,,30
823233,PASS,652,1100,59.27,C,,30
823236,PASS,453,1100,41.18,D,,30
823238,PASS,532,1100,48.36,D,,30
823241,PASS,389,1100,35.36,E,,30
823243,PASS,560,1100,50.91,C,,30
824301,PASS,624,1100,56.73,C,,31
824302,PASS,942,1100,85.64,A-1,,31
825101,PASS,460,1100,41.82,D,,33
825102,PASS,458,1100,41.64,D,,33
825103,PASS,443,1100,40.27,D,,33
825107,PASS,481,1100,43.73,D,,33
825109,PASS,445,1100,40.45,D,,33
825111,PASS,428,1100,38.91,E,,33
825112,PASS,424,1100,38.55,E,,33
825113,PASS,379,1100,34.45,E,,33
825114,PASS,416,1100,37.82,E,,33
825115,PASS,482,1100,43.82,D,,33
825116,PASS,388,1100,35.27,E,,33
825119,PASS,433,1100,39.36,E,,33
825120,PASS,441,1100,40.09,D,,33
825121,PASS,470,1100,42.73,D,,33
825122,PASS,426,1100,38.73,E,,33
825123,PASS,402,1100,36.55,E,,33
825126,PASS,411,1100,37.36,E,,33
825127,PASS,432,1100,39.27,E,,33
825128,PASS,570,1100,51.82,C,,33
825130,PASS,491,1100,44.64,D,,33
825131,PASS,696,1100,63.27,B,,33
825134,PASS,450,1100,40.91,D,,33
825135,PASS,447,1100,40.64,D,,33
825136,PASS,460,1100,41.82,D,,33
825137,PASS,440,1100,40.0,D,,33
825138,PASS,472,1100,42.91,D,,33
825141,PASS,867,1100,78.82,A,,33
825145,PASS,503,1100,45.73,D,,33
825146,PASS,448,1100,40.73,D,,33
825147,PASS,479,1100,43.55,D,,33
825148,PASS,452,1100,41.09,D,,33
825153,PASS,444,1100,40.36,D,,33
825154,PASS,422,1100,38.36,E,,33
825155,PASS,385,1100,35.0,E,,33
825156,PASS,454,1100,41.27,D,,33
825158,PASS,476,1100,43.27,D,,33
825160,PASS,495,1100,45.0,D,,33
825451,PASS,476,1100,43.27,D,,34
825454,PASS,408,1100,37.09,E,,34
825455,PASS,464,1100,42.18,D,,34
825456,PASS,488,1100,44.36,D,,34
825458,PASS,468,1100,42.55,D,,34
825459,PASS,424,1100,38.55,E,,34
825462,PASS,460,1100,41.82,D,,34
825463,PASS,535,1100,48.64,D,,34
825464,PASS,463,1100,42.09,D,,34
825465,PASS,495,1100,45.0,D,,34
825467,PASS,457,1100,41.55,D,,34
825468,PASS,437,1100,39.73,E,,34
825473,PASS,480,1100,43.64,D,,34
825474,PASS,445,1100,40.45,D,,34
825476,PASS,406,1100,36.91,E,,34
825477,PASS,543,1100,49.36,D,,34
825478,PASS,500,1100,45.45,D,,34
825480,PASS,530,1100,48.18,D,,34
825484,PASS,509,1100,46.27,D,,34
825485,PASS,542,1100,49.27,D,,34
825487,PASS,487,1100,44.27,D,,34
825492,PASS,423,1100,38.45,E,,34
825802,PASS,520,1100,47.27,D,,35
825807,PASS,414,1100,37.64,E,,35
825811,PASS,463,1100,42.09,D,,35
825816,PASS,730,1100,66.36,B,,35
825817,PASS,475,1100,43.18,D,,35
825819,PASS,443,1100,40.27,D,,35
825820,PASS,461,1100,41.91,D,,35
825821,PASS,524,1100,47.64,D,,35
825824,PASS,529,1100,48.09,D,,35
825825,PASS,487,1100,44.27,D,,35
825827,PASS,483,1100,43.91,D,,35
825828,PASS,483,1100,43.91,D,,35
825829,WITHHELD — COMPUTERIZED ENROLMENT CARD,,,,,,124
825830,WITHHELD — U.F.M. CASE,,,,,,124
825832,PASS,409,1100,37.18,E,,35
825837,PASS,443,1100,40.27,D,,35
825839,PASS,423,1100,38.45,E,,35
826254,PASS,514,1100,46.73,D,,36
826257,PASS,759,1100,69.0,B,,36
826258,PASS,589,1100,53.55,C,,36
826263,PASS,415,1100,37.73,E,,36
826266,PASS,443,1100,40.27,D,,36
826267,PASS,450,1100,40.91,D,,36
826268,PASS,542,1100,49.27,D,,36
826269,PASS,627,1100,57.0,C,,36
826270,PASS,568,1100,51.64,C,,36
826273,PASS,431,1100,39.18,E,,36
826274,PASS,437,1100,39.73,E,,36
826276,PASS,572,1100,52.0,C,,36
826277,PASS,523,1100,47.55,D,,36
826278,PASS,505,1100,45.91,D,,36
826279,PASS,511,1100,46.45,D,,36
826280,PASS,484,1100,44.0,D,,36
826282,PASS,428,1100,38.91,E,,36
826283,PASS,421,1100,38.27,E,,36
826284,PASS,415,1100,37.73,E,,36
826287,PASS,440,1100,40.0,D,,36
826288,PASS,393,1100,35.73,E,,36
826289,PASS,462,1100,42.0,D,,36
826290,PASS,437,1100,39.73,E,,36
826291,PASS,448,1100,40.73,D,,36
826292,PASS,403,1100,36.64,E,,36
826293,PASS,449,1100,40.82,D,,36
826294,PASS,505,1100,45.91,D,,36
826295,PASS,419,1100,38.09,E,,36
826296,PASS,485,1100,44.09,D,,36
826297,PASS,470,1100,42.73,D,,36
826298,PASS,481,1100,43.73,D,,36
826299,PASS,448,1100,40.73,D,,36
826300,PASS,458,1100,41.64,D,,36
826305,PASS,540,1100,49.09,D,,36
826306,PASS,435,1100,39.55,E,,36
826307,PASS,440,1100,40.0,D,,36
826309,PASS,474,1100,43.09,D,,36
826315,PASS,494,1100,44.91,D,,36
826316,PASS,433,1100,39.36,E,,36
826317,PASS,406,1100,36.91,E,,36
826318,PASS,426,1100,38.73,E,,36
826320,PASS,396,1100,36.0,E,,36
